"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0039465","Tsp97E","Tetraspanin 97E","protein_coding","3R",26961064,26964817
"FBgn0010768","sqz","squeeze","protein_coding","3R",19164211,19170576
"FBgn0039467","CG14253","","protein_coding","3R",26978541,26985706
"FBgn0052485","CG32485","","protein_coding","3L",3050323,3051765
"FBgn0039461","CG5500","","protein_coding","3R",26876630,26880459
"FBgn0034289","CG10910","","protein_coding","2R",18020268,18022406
"FBgn0034288","CG5084","","protein_coding","2R",18018665,18020211
"FBgn0010762","simj","simjang","protein_coding","3L",10664739,10690734
"FBgn0031670","SelT","Selenoprotein T","protein_coding","2L",5010922,5012127
"FBgn0031673","CG31650","","protein_coding","2L",5040648,5044712
"FBgn0034284","CG14491","","protein_coding","2R",17895078,17895578
"FBgn0034283","CG14492","","protein_coding","2R",17893682,17894342
"FBgn0039469","TwdlC","TweedleC","protein_coding","3R",26994832,26996442
"FBgn0053003","CG33003","","protein_coding","2L",4400953,4403142
"FBgn0031676","senju","senju","protein_coding","2L",5052843,5054575
"FBgn0030108","Gr8a","Gustatory receptor 8a","protein_coding","X",9227137,9228827
"FBgn0030109","CG12121","","protein_coding","X",9228796,9232378
"FBgn0038849","CG7079","","protein_coding","3R",21047462,21048829
"FBgn0014141","cher","cheerio","protein_coding","3R",17091533,17125389
"FBgn0014009","Rab2","Rab2","protein_coding","2R",6696739,6699469
"FBgn0037739","CG12948","","protein_coding","3R",9746167,9747744
"FBgn0037736","side-VII","sidestep VII","protein_coding","3R",9734012,9739979
"FBgn0037737","Pnn","Pinin","protein_coding","3R",9740899,9742844
"FBgn0041605","cpx","complexin","protein_coding","3R",4280221,4304604
"FBgn0030103","Obp8a","Odorant-binding protein 8a","protein_coding","X",9214876,9215699
"FBgn0030104","CG15368","","protein_coding","X",9215785,9216540
"FBgn0030105","CG15369","","protein_coding","X",9216872,9217466
"FBgn0037730","CG9444","","protein_coding","3R",9681415,9684264
"FBgn0037731","CG18542","","protein_coding","3R",9685760,9687141
"FBgn0037617","nom","numerous disordered muscles","protein_coding","3R",8723174,8725357
"FBgn0037340","CG14671","","protein_coding","3R",5563977,5564815
"FBgn0011280","Obp19d","Odorant-binding protein 19d","protein_coding","X",20419613,20420979
"FBgn0266758","Esyt2","Extended synaptotagmin-like protein 2","protein_coding","3R",24544719,24556549
"FBgn0266750","lncRNA:CR45223","long non-coding RNA:CR45223","ncRNA","3R",17646903,17653478
"FBgn0266751","lncRNA:CR45224","long non-coding RNA:CR45224","ncRNA","3R",22194979,22209477
"FBgn0266752","lncRNA:CR45225","long non-coding RNA:CR45225","ncRNA","3R",25675777,25676778
"FBgn0266753","lncRNA:CR45226","long non-coding RNA:CR45226","ncRNA","3R",26519580,26522279
"FBgn0266756","btsz","bitesize","protein_coding","3R",14804092,14875488
"FBgn0266757","mfr","misfire","protein_coding","3L",8905918,8912671
"FBgn0010497","dmGlut","Dietary and metabolic glutamate transporter","protein_coding","2L",12027438,12034122
"FBgn0050438","Ugt50B3","UDP-glycosyltransferase family 50 member B3","protein_coding","2R",5496674,5549543
"FBgn0050493","Coq9","Coenzyme Q9","protein_coding","2R",7699253,7703501
"FBgn0050432","CG30432","","protein_coding","2R",6197387,6198266
"FBgn0050430","CG30430","","protein_coding","2R",25129432,25129985
"FBgn0050431","CG30431","","protein_coding","2R",6202725,6205224
"FBgn0034177","AsnRS-m","Asparaginyl-tRNA synthetase, mitochondrial","protein_coding","2R",17001994,17003599
"FBgn0036289","CG10657","","protein_coding","3L",12491830,12497216
"FBgn0263873","sick","sickie","protein_coding","2L",19796365,19958424
"FBgn0263870","lncRNA:CR43717","long non-coding RNA:CR43717","ncRNA","2L",439539,440104
"FBgn0263871","lncRNA:CR43718","long non-coding RNA:CR43718","ncRNA","2L",396120,396571
"FBgn0050120","CG30120","","protein_coding","2R",18446548,18449420
"FBgn0050496","CG30496","","protein_coding","2R",7699500,7701878
"FBgn0263874","lncRNA:CR43721","long non-coding RNA:CR43721","ncRNA","2L",11307753,11308038
"FBgn0027279","l(1)G0196","lethal (1) G0196","protein_coding","X",22487180,22508129
"FBgn0020556","lncRNA:bxd","bithoraxoid","ncRNA","3R",16742125,16773189
"FBgn0036282","Smyd4-2","SET and MYND domain containing, class 4, member 2","protein_coding","3L",12399539,12401935
"FBgn0036285","toe","twin of eyg","protein_coding","3L",12422510,12432668
"FBgn0284257","Ttd14","TRPL translocation defect 14","protein_coding","2R",18430315,18440475
"FBgn0036287","CG10663","","protein_coding","3L",12474418,12485035
"FBgn0036286","CG10616","","protein_coding","3L",12471728,12474428
"FBgn0034829","CG9899","","protein_coding","2R",23153854,23162077
"FBgn0034828","CG13545","","protein_coding","2R",23157577,23158185
"FBgn0034173","CG9010","","protein_coding","2R",16958943,16960195
"FBgn0034822","RpL37-2","Ribosomal protein L37-2","protein_coding","2R",23100057,23100478
"FBgn0034821","CG9876","","protein_coding","2R",23090100,23094266
"FBgn0034820","CG13538","","protein_coding","2R",23087177,23088165
"FBgn0034827","Klp59D","Kinesin-like protein at 59D","protein_coding","2R",23141999,23144497
"FBgn0034826","CG13544","","protein_coding","2R",23139080,23140577
"FBgn0034825","Gpdh2","Glycerol-3-phosphate dehydrogenase 2","protein_coding","2R",23128604,23130189
"FBgn0034824","Klp59C","Kinesin-like protein at 59C","protein_coding","2R",23123923,23126042
"FBgn0038339","CG6118","","protein_coding","3R",15421108,15434738
"FBgn0266157","lncRNA:CR44863","long non-coding RNA:CR44863","ncRNA","2L",15463254,15463666
"FBgn0038332","CG6136","","protein_coding","3R",15370036,15372212
"FBgn0038331","Ccm3","Cerebral cavernous malformation 3","protein_coding","3R",15371957,15374237
"FBgn0038330","CG14868","","protein_coding","3R",15367816,15369945
"FBgn0038337","CG6125","","protein_coding","3R",15402598,15407070
"FBgn0038334","h-cup","heineken-cup","protein_coding","3R",15381407,15382951
"FBgn0026778","Rad1","Radiation insensitive 1","protein_coding","2L",2573436,2575052
"FBgn0035413","CG14958","","protein_coding","3L",3189978,3190623
"FBgn0035412","CG14957","","protein_coding","3L",3187563,3188106
"FBgn0035415","CG14966","","protein_coding","3L",3197045,3197631
"FBgn0035414","CG14965","","protein_coding","3L",3190622,3192491
NA,NA,NA,NA,NA,NA,NA
"FBgn0031419","CG15390","","protein_coding","2L",2374713,2375697
"FBgn0267030","lncRNA:CR45474","long non-coding RNA:CR45474","ncRNA","X",620282,620729
"FBgn0036469","CG18649","","protein_coding","3L",15053568,15054135
"FBgn0036468","CG13461","","protein_coding","3L",15051931,15052490
"FBgn0266349","asRNA:CR44998","antisense RNA:CR44998","ncRNA","X",15334478,15335971
"FBgn0266348","lncRNA:CR44997","long non-coding RNA:CR44997","ncRNA","X",22657324,22797682
"FBgn0266347","nAChRalpha4","nicotinic Acetylcholine Receptor alpha4","protein_coding","3L",23206669,23287448
"FBgn0266346","CngB","Cyclic nucleotide-gated ion channel subunit B","protein_coding","2R",21692691,21697152
"FBgn0036467","CG12310","","protein_coding","3L",15050263,15050806
"FBgn0036466","CG18581","","protein_coding","3L",15049550,15050209
"FBgn0036461","Zip71B","Zinc/iron regulated transporter-related protein 71B","protein_coding","3L",14992289,14997983
"FBgn0033100","CG3420","","protein_coding","2R",6756296,6757209
"FBgn0036463","Reck","Reversion-inducing-cysteine-rich protein with kazal motifs","protein_coding","3L",15001238,15014062
"FBgn0036462","mRpL39","mitochondrial ribosomal protein L39","protein_coding","3L",14997981,14999666
"FBgn0045038","Proc","Proctolin","protein_coding","2L",7864642,7871432
"FBgn0040519","CG15219","","protein_coding","2L",22104891,22105512
"FBgn0022893","Df31","Decondensation factor 31","protein_coding","2L",21626309,21629932
"FBgn0040510","ACXA","Adenylyl cyclase X A","protein_coding","2L",12921091,12925453
"FBgn0069969","CG40498","","protein_coding","2R",924636,951252
"FBgn0040512","zetaCOP","Coat Protein (coatomer) zeta","protein_coding","3L",16671664,16673555
"FBgn0040513","kappaB-Ras","kappaB-Ras","protein_coding","2R",7443824,7445792
"FBgn0015714","Cyp6a17","Cytochrome P450 6a17","protein_coding","2R",14873953,14875739
"FBgn0045035","tefu","telomere fusion","protein_coding","3R",15232212,15242236
"FBgn0267031","lncRNA:CR45475","long non-coding RNA:CR45475","ncRNA","X",625247,625661
"FBgn0039886","CG2003","","protein_coding","3R",31978121,31990909
"FBgn0039887","Pos","Poseidon","protein_coding","3R",32038330,32039753
"FBgn0039882","Rift","Riboflavin transporter","protein_coding","3R",31806867,31810186
"FBgn0039883","RhoGAP100F","Rho GTPase activating protein at 100F","protein_coding","3R",31812609,31846570
"FBgn0039881","CG1971","","protein_coding","3R",31805468,31806769
"FBgn0250746","Prosbeta7","Proteasome beta7 subunit","protein_coding","3R",5357012,5358364
"FBgn0039648","CG14515","","protein_coding","3R",29197556,29199211
"FBgn0039889","Arl4","ADP ribosylation factor-like 4","protein_coding","4",177348,179389
"FBgn0035785","ppk26","pickpocket 26","protein_coding","3L",7456149,7458608
"FBgn0013710","mt:tRNA:Tyr-GTA","mitochondrial transfer RNA:Tyrosine-GTA","tRNA","mitochondrion_genome",1403,1468
"FBgn0013717","not","non-stop","protein_coding","3L",18618305,18622129
"FBgn0013718","nuf","nuclear fallout","protein_coding","3L",14190870,14233250
"FBgn0002906","Blm","Bloom syndrome helicase","protein_coding","3R",11736810,11741783
"FBgn0010894","sinu","sinuous","protein_coding","3L",5559470,5561598
"FBgn0264617","asRNA:CR43957","antisense RNA:CR43957","ncRNA","4",56497,63124
"FBgn0264616","lncRNA:CR43956","long non-coding RNA:CR43956","ncRNA","4",132674,132874
"FBgn0267037","asRNA:CR45481","antisense RNA:CR45481","ncRNA","X",3968933,3972054
"FBgn0035782","CG14835","","protein_coding","3L",7436808,7437466
"FBgn0037915","CG6790","","protein_coding","3R",11575901,11578745
"FBgn0264618","lncRNA:CR43958","long non-coding RNA:CR43958","ncRNA","4",557025,557854
"FBgn0053808","His2A:CG33808","His2A:CG33808","protein_coding","2L",21433862,21434337
"FBgn0053809","His3:CG33809","His3:CG33809","protein_coding","2L",21435299,21435827
"FBgn0053806","His3:CG33806","His3:CG33806","protein_coding","2L",21430255,21430783
"FBgn0053807","His1:CG33807","His1:CG33807","protein_coding","2L",21431963,21432985
"FBgn0053804","His1:CG33804","His1:CG33804","protein_coding","2L",21426916,21427938
"FBgn0053805","His-Psi:CR33805","His-Psi:CR33805","pseudogene","2L",21428850,21429289
"FBgn0053802","His-Psi:CR33802","His-Psi:CR33802","pseudogene","2L",21418835,21419167
"FBgn0053803","His3:CG33803","His3:CG33803","protein_coding","2L",21420129,21420657
"FBgn0053801","His1:CG33801","His1:CG33801","protein_coding","2L",21416953,21417975
"FBgn0036995","atk","artichoke","protein_coding","3L",20454690,20464862
"FBgn0266969","lncRNA:CR45420","long non-coding RNA:CR45420","ncRNA","3L",6302747,6303361
"FBgn0266968","lncRNA:CR45419","long non-coding RNA:CR45419","ncRNA","3L",6369973,6370591
"FBgn0052174","Coq4","Coenzyme Q4","protein_coding","3L",17428936,17433621
"FBgn0052177","Ndfip","Nedd4 family interacting protein","protein_coding","3L",17647442,17654280
"FBgn0265196","lncRNA:CR44256","long non-coding RNA:CR44256","ncRNA","3R",17371271,17371757
"FBgn0052179","Krn","Keren","protein_coding","3L",17649562,17654280
"FBgn0266962","CG45413","","protein_coding","3L",6931023,6931950
"FBgn0266961","lncRNA:CR45412","long non-coding RNA:CR45412","ncRNA","3L",6939049,6939702
"FBgn0266960","lncRNA:CR45411","long non-coding RNA:CR45411","ncRNA","3L",714216,714530
"FBgn0266967","lncRNA:CR45418","long non-coding RNA:CR45418","ncRNA","3L",6608770,6609238
"FBgn0036997","Tdh","L-threonine dehydrogenase","protein_coding","3L",20466944,20469592
"FBgn0033408","ODA-Dnal1","Outer dynein arm dynein axonemal light chain 1","protein_coding","2R",9395330,9396206
"FBgn0005655","PCNA","Proliferating cell nuclear antigen","protein_coding","2R",20261754,20262883
"FBgn0025387","Alms1b","Alstrom syndrome 1b","protein_coding","X",4627380,4630936
"FBgn0025381","rush","rush hour","protein_coding","X",1478552,1481420
"FBgn0025382","Rab27","Rab27","protein_coding","X",1473884,1476974
"FBgn0025383","CG14780","","protein_coding","X",1472522,1473727
"FBgn0036991","CtIP","CTBP-interacting protein","protein_coding","3L",20436250,20438370
"FBgn0058439","CG40439","","protein_coding","2L",22797519,22798276
"FBgn0025388","Alms1a","Alstrom syndrome 1a","protein_coding","X",4631052,4636004
"FBgn0036990","mRpL15","mitochondrial ribosomal protein L15","protein_coding","3L",20435110,20436209
"FBgn0032503","CG16825","","protein_coding","2L",13304788,13307807
"FBgn0039260","Smg6","Smg6","protein_coding","3R",25029429,25033465
"FBgn0039261","Ythdf","YTH N6-methyladenosine RNA binding protein","protein_coding","3R",25033876,25039249
"FBgn0039266","CG11791","","protein_coding","3R",25049616,25053074
"FBgn0052362","tRNA:Leu-CAG-1-6","transfer RNA:Leucine-CAG 1-6","tRNA","3L",8065994,8066076
"FBgn0262518","Rab8","Rab8","protein_coding","3L",19867488,19871078
"FBgn0039265","CG11790","","protein_coding","3R",25047706,25049455
"FBgn0262516","Trpml","Transient receptor potential cation channel, mucolipin","protein_coding","3L",19714418,19718328
"FBgn0262517","Ltn1","Listerin E3 ubiquitin protein ligase 1","protein_coding","3L",19544345,19552290
"FBgn0262514","VhaPPA1-2","Vacuolar H[+] ATPase PPA1 subunit 2","protein_coding","3R",14899606,14900277
"FBgn0032509","Grx3","Glutaredoxin 3","protein_coding","2L",13366447,13367410
"FBgn0262512","Vha14-1","Vacuolar H[+] ATPase 14kD subunit 1","protein_coding","2R",15679426,15680084
"FBgn0029712","CG15912","","protein_coding","X",4549070,4549957
"FBgn0029711","Usf","Usf","protein_coding","X",4544617,4548794
NA,NA,NA,NA,NA,NA,NA
"FBgn0086707","ncm","nucampholin","protein_coding","2L",18444507,18448957
"FBgn0086706","pix","pixie","protein_coding","3L",8972056,8974765
"FBgn0086704","stops","slow termination of phototransduction","protein_coding","3R",31158156,31169106
"FBgn0086254","Akr1B","Aldo-keto reductase 1B","protein_coding","3L",11620535,11624381
"FBgn0031937","CG13795","","protein_coding","2L",7723045,7726298
"FBgn0086708","stv","starvin","protein_coding","3L",13477541,13483515
"FBgn0086251","del","deadlock","protein_coding","2L",21145137,21148546
"FBgn0086253","rumi","rumi","protein_coding","3R",22749014,22750597
"FBgn0028946","Or35a","Odorant receptor 35a","protein_coding","2L",15622068,15623558
"FBgn0265052","St3","Sulfotransferase 3","protein_coding","2R",23683377,23687980
"FBgn0037877","CG6689","","protein_coding","3R",11217898,11220064
"FBgn0265050","asRNA:CR44165","antisense RNA:CR44165","ncRNA","2R",6682521,6683749
"FBgn0265051","lncRNA:CR44166","long non-coding RNA:CR44166","ncRNA","2R",6841545,6842094
"FBgn0036999","isoQC","iso Glutaminyl cyclase","protein_coding","3L",20474466,20477003
"FBgn0265929","lncRNA:CR44718","long non-coding RNA:CR44718","ncRNA","3L",11236500,11237620
"FBgn0265058","asRNA:CR44169","antisense RNA:CR44169","ncRNA","2R",6873149,6880088
"FBgn0052369","CG32369","","protein_coding","3L",7777105,7809825
"FBgn0264266","lncRNA:CR43766","long non-coding RNA:CR43766","ncRNA","2L",9848200,9849069
"FBgn0003132","Pp1-13C","Protein phosphatase 1 at 13C","protein_coding","X",15359101,15361061
"FBgn0008651","lbl","ladybird late","protein_coding","3R",21409979,21434133
"FBgn0003130","Poxn","Pox neuro","protein_coding","2R",15826693,15835055
"FBgn0264262","lncRNA:CR43762","long non-coding RNA:CR43762","ncRNA","2L",21894227,21895350
"FBgn0264263","lncRNA:CR43763","long non-coding RNA:CR43763","ncRNA","2L",15846954,15847381
"FBgn0264260","CG43760","","protein_coding","2L",15776442,15776852
"FBgn0003134","Pp1alpha-96A","Protein phosphatase 1alpha at 96A","protein_coding","3R",24518270,24522331
"FBgn0003687","Tbp","TATA binding protein","protein_coding","2R",21686192,21687642
"FBgn0265198","lncRNA:CR44258","long non-coding RNA:CR44258","ncRNA","3R",17270290,17271027
"FBgn0264268","lncRNA:CR43768","long non-coding RNA:CR43768","ncRNA","X",16888842,16889635
"FBgn0264269","lncRNA:CR43769","long non-coding RNA:CR43769","ncRNA","2L",9470326,9470861
"FBgn0037908","dpr5","defective proboscis extension response 5","protein_coding","3R",11499984,11505951
"FBgn0051559","CG31559","","protein_coding","3R",6150116,6157235
"FBgn0053770","CG33770","","protein_coding","3L",22648672,22649287
"FBgn0037900","CG5276","","protein_coding","3R",11431738,11433543
"FBgn0053772","CG33772","","protein_coding","3L",22651855,22652525
"FBgn0037902","CG5281","","protein_coding","3R",11435850,11437523
"FBgn0053774","CG33774","","protein_coding","2R",9399753,9400329
"FBgn0053775","CG33775","","protein_coding","2R",12564224,12564901
"FBgn0037906","PGRP-LB","Peptidoglycan recognition protein LB","protein_coding","3R",11452849,11460552
"FBgn0285896","btl","breathless","protein_coding","3L",14075772,14083229
"FBgn0285892","tea","telomere ends associated","protein_coding","2R",9891955,9898513
"FBgn0014851","Eig71Ek","Eig71Ek","protein_coding","3L",15661248,15661809
"FBgn0259749","mmy","mummy","protein_coding","2L",6468538,6473904
"FBgn0259748","CG42397","","protein_coding","3L",11973085,11973790
"FBgn0000810","fs(1)K10","female sterile (1) K10","protein_coding","X",2242138,2246041
"FBgn0259741","CG42395","","protein_coding","X",9575126,9576247
"FBgn0259740","CG42394","","protein_coding","3R",10849825,10851788
"FBgn0259742","CG42360","","protein_coding","2R",24607267,24610847
"FBgn0259745","wech","wech","protein_coding","2R",7478853,7489823
"FBgn0039671","CG11470","","protein_coding","3R",29588993,29589762
"FBgn0039670","CG7567","","protein_coding","3R",29587237,29588104
"FBgn0039673","CG7568","","protein_coding","3R",29598670,29600862
"FBgn0003353","sei","seizure","protein_coding","2R",24047411,24053035
"FBgn0039674","CG1907","","protein_coding","3R",29619065,29620758
"FBgn0039677","ppk30","pickpocket 30","protein_coding","3R",29669149,29671478
"FBgn0039676","ppk20","pickpocket 20","protein_coding","3R",29666814,29668877
"FBgn0039679","ppk19","pickpocket 19","protein_coding","3R",29672456,29674223
"FBgn0039678","Obp99a","Odorant-binding protein 99a","protein_coding","3R",29671657,29672334
"FBgn0022382","Pka-R2","Protein kinase, cAMP-dependent, regulatory subunit type 2","protein_coding","2R",9993890,10026042
"FBgn0003358","Jon99Ci","Jonah 99Ci","protein_coding","3R",29925226,29926189
"FBgn0031086","fd19B","forkhead domain 19B","protein_coding","X",20091428,20092408
"FBgn0051358","CG31358","","protein_coding","3R",12027736,12031757
"FBgn0031085","CG9570","","protein_coding","X",20051294,20052519
"FBgn0031082","lky","leaky","protein_coding","X",20000968,20002096
"FBgn0031080","CG12655","","protein_coding","X",19958393,19959403
"FBgn0031081","Nep3","Neprilysin 3","protein_coding","X",19961297,19969323
"FBgn0046114","Gclm","Glutamate-cysteine ligase modifier subunit","protein_coding","3R",22685006,22686510
"FBgn0024920","Ts","Thymidylate synthase","protein_coding","2L",2968293,2969638
"FBgn0046113","GluRIIC","Glutamate receptor IIC","protein_coding","2L",914086,917805
"FBgn0031088","CG15322","","protein_coding","X",20133579,20138878
"FBgn0031089","aspr","asperous","protein_coding","X",20148124,20155514
"FBgn0020238","14-3-3epsilon","14-3-3epsilon","protein_coding","3R",18242531,18250550
"FBgn0263649","lncRNA:CR43640","long non-coding RNA:CR43640","ncRNA","2L",14293275,14295394
"FBgn0263648","lncRNA:CR43639","long non-coding RNA:CR43639","ncRNA","2L",14291201,14291817
"FBgn0263647","CG43638","","protein_coding","3L",12044579,12045356
"FBgn0020236","ATPCL","ATP citrate lyase","protein_coding","2R",15993531,16001290
"FBgn0020235","ATPsyngamma","ATP synthase, gamma subunit","protein_coding","3R",29747704,29749163
"FBgn0016672","Ipp","Inositol polyphosphate 1-phosphatase","protein_coding","3R",13958789,13960474
"FBgn0030569","CG9411","","protein_coding","X",14472408,14480086
"FBgn0027866","CG9776","","protein_coding","3R",4327814,4334071
"FBgn0027865","Tsp96F","Tetraspanin 96F","protein_coding","3R",25872900,25881427
"FBgn0016675","Lectin-galC1","Galactose-specific C-type lectin","protein_coding","2L",19417447,19418274
"FBgn0030894","Mvb12","Multivesicular body subunit 12","protein_coding","X",18097558,18101314
"FBgn0027868","Nup107","Nucleoporin 107kD","protein_coding","2L",10733293,10736071
"FBgn0283494","Ak2","Adenylate kinase 2","protein_coding","2R",24024207,24025877
"FBgn0031888","Pvf2","PDGF- and VEGF-related factor 2","protein_coding","2L",7069536,7084635
"FBgn0003983","Vm34Ca","Vitelline membrane 34Ca","protein_coding","2L",13411141,13411631
"FBgn0031886","Nuf2","Nuf2","protein_coding","2L",7064431,7065837
"FBgn0031887","Ugt307A1","UDP-glycosyltransferase family 307 member A1","protein_coding","2L",7067983,7069546
"FBgn0031885","Mnn1","Menin 1","protein_coding","2L",7056301,7063586
"FBgn0031882","Rab30","Rab30","protein_coding","2L",7030493,7032606
"FBgn0031883","Caper","Caper","protein_coding","2L",7032721,7037878
"FBgn0283499","InR","Insulin-like receptor","protein_coding","3R",21570248,21619321
"FBgn0050280","CG30280","","protein_coding","2R",22113589,22114841
"FBgn0039342","CG5107","","protein_coding","3R",25505191,25505931
"FBgn0266812","lncRNA:CR45274","long non-coding RNA:CR45274","ncRNA","2R",17584095,17584495
"FBgn0051354","Hsp70Bbb","Heat shock protein 70 Bbb","protein_coding","3R",12502510,12504856
"FBgn0266811","CG45273","","protein_coding","2R",17131116,17131552
"FBgn0054031","CG34031","","protein_coding","3L",23174446,23185750
"FBgn0051356","tRNA:Thr-TGT-1-1","transfer RNA:Threonine-TGT 1-1","tRNA","3R",12206575,12206646
"FBgn0261849","CG42781","","protein_coding","X",7382733,7382990
"FBgn0010358","deltaTry","deltaTrypsin","protein_coding","2R",11355319,11356128
"FBgn0266816","lncRNA:CR45278","long non-coding RNA:CR45278","ncRNA","2R",13243996,13245045
"FBgn0030305","Uba5","Ubiquitin-like activating enzyme 5","protein_coding","X",11483518,11485060
"FBgn0266815","lncRNA:CR45277","long non-coding RNA:CR45277","ncRNA","2R",14433430,14433895
"FBgn0014037","Su(Tpl)","Suppressor of Triplolethal","protein_coding","3L",19889120,19909410
"FBgn0034611","MFS16","Major Facilitator Superfamily Transporter 16","protein_coding","2R",21282298,21285679
"FBgn0040071","tara","taranis","protein_coding","3R",16225651,16260329
"FBgn0015270","Orc2","Origin recognition complex subunit 2","protein_coding","3R",13964885,13967075
"FBgn0040077","primo-1","primo-1","protein_coding","3R",13710017,13711835
"FBgn0040076","primo-2","primo-2","protein_coding","3R",13710017,13711835
"FBgn0040075","rept","reptin","protein_coding","3L",19255340,19257111
"FBgn0040074","retinin","retinin","protein_coding","3L",16331933,16332789
"FBgn0034618","CG9485","","protein_coding","2R",21312399,21319569
"FBgn0262170","CG42878","","protein_coding","2R",19587301,19587763
"FBgn0015279","Pi3K92E","Phosphatidylinositol 3-kinase 92E","protein_coding","3R",20628972,20634732
"FBgn0015278","Pi3K68D","Phosphatidylinositol 3-kinase 68D","protein_coding","3L",11774650,11790013
"FBgn0266819","asRNA:CR45281","antisense RNA:CR45281","ncRNA","2R",9559255,9565190
"FBgn0037298","CG2604","","protein_coding","3R",5221632,5223365
"FBgn0038100","Paip2","polyA-binding protein interacting protein 2","protein_coding","3R",12980792,12985488
"FBgn0038102","CG14383","","protein_coding","3R",12987376,12988511
NA,NA,NA,NA,NA,NA,NA
"FBgn0038105","yellow-f2","yellow-f2","protein_coding","3R",12993395,12995147
"FBgn0038106","CG7488","","protein_coding","3R",12995620,12996925
"FBgn0038107","CG17327","","protein_coding","3R",12996876,12997726
"FBgn0038108","CG7518","","protein_coding","3R",12998089,13008404
"FBgn0038109","CG11656","","protein_coding","3R",13009895,13011086
"FBgn0030086","CCT2","Chaperonin containing TCP1 subunit 2","protein_coding","X",9089513,9092826
"FBgn0026630","nes","nessy","protein_coding","3L",19257282,19260679
"FBgn0267947","lncRNA:CR46227","long non-coding RNA:CR46227","ncRNA","3L",22708936,22709918
"FBgn0029948","CheA7a","Chemosensory protein A 7a","protein_coding","X",7378140,7378953
"FBgn0037291","CG14662","","protein_coding","3R",4981999,4984232
"FBgn0266537","lncRNA:CR45098","long non-coding RNA:CR45098","ncRNA","3L",13218203,13218864
"FBgn0040871","CG12479","","protein_coding","X",14151579,14152006
"FBgn0037290","Jhbp1","Juvenile hormone binding protein 1","protein_coding","3R",4965445,4968485
"FBgn0266538","CG45099","","protein_coding","3R",22032150,22034286
"FBgn0040212","Gnpat","Glyceronephosphate O-acyltransferase","protein_coding","3R",25485618,25490936
"FBgn0015011","AhcyL2","Adenosylhomocysteinase like 2","protein_coding","3R",16978439,16982158
"FBgn0015010","Ag5r","Antigen 5-related","protein_coding","X",14784664,14786551
"FBgn0085352","CG34323","","protein_coding","X",12070437,12071263
"FBgn0267255","CG45691","","protein_coding","2L",17320250,17320712
"FBgn0031893","MICU1","Mitochondrial calcium uptake 1","protein_coding","2L",7182234,7185529
"FBgn0015019","CCT3","Chaperonin containing TCP1 subunit 3","protein_coding","3R",16647605,16649978
"FBgn0026402","NiPp1","Nuclear inhibitor of Protein phosphatase 1","protein_coding","2R",17003563,17005149
"FBgn0004227","nonA","no on or off transient A","protein_coding","X",16361569,16371547
"FBgn0026400","Noa36","Noa36","protein_coding","3R",28598059,28599288
"FBgn0026401","Nipped-B","Nipped-B","protein_coding","2R",4691672,4729017
"FBgn0023167","SmD3","Small ribonucleoprotein particle protein SmD3","protein_coding","2R",12168731,12170003
"FBgn0026404","Dronc","Death regulator Nedd2-like caspase","protein_coding","3L",9968479,9971002
"FBgn0031895","CG4497","","protein_coding","2L",7190431,7194588
"FBgn0026409","Mpcp2","Mitochondrial phosphate carrier protein 2","protein_coding","3L",14537651,14540441
"FBgn0004228","mex1","midgut expression 1","protein_coding","3L",15517424,15519592
"FBgn0031894","CG4496","","protein_coding","2L",7185461,7190010
"FBgn0050333","tRNA:Phe-GAA-1-4","transfer RNA:Phenylalanine-GAA 1-4","tRNA","2R",17604535,17604607
"FBgn0085428","Nox","NADPH oxidase","protein_coding","2R",16307269,16316485
"FBgn0031897","CG13784","","protein_coding","2L",7204538,7220033
"FBgn0052088","sunn","sisters unbound","protein_coding","3L",11728348,11732016
"FBgn0050339","CG30339","","protein_coding","2R",9601431,9602901
"FBgn0050338","CG30338","","protein_coding","2R",9594045,9599505
"FBgn0085332","CG34303","","protein_coding","3R",10151153,10151880
"FBgn0031896","CG4502","","protein_coding","2L",7194908,7204264
"FBgn0039628","CG11841","","protein_coding","3R",29051056,29052267
"FBgn0003137","Ppn","Papilin","protein_coding","3R",28520665,28540324
"FBgn0264868","lncRNA:CR44059","long non-coding RNA:CR44059","ncRNA","2L",4246209,4249676
"FBgn0264869","lncRNA:CR44060","long non-coding RNA:CR44060","ncRNA","2L",850702,851163
"FBgn0264864","lncRNA:CR44055","long non-coding RNA:CR44055","ncRNA","2L",2083362,2084419
"FBgn0264865","lncRNA:CR44056","long non-coding RNA:CR44056","ncRNA","2L",21106805,21107306
"FBgn0264866","lncRNA:CR44057","long non-coding RNA:CR44057","ncRNA","2L",4185401,4186187
"FBgn0264867","lncRNA:CR44058","long non-coding RNA:CR44058","ncRNA","2L",4241070,4242397
"FBgn0025682","scf","supercoiling factor","protein_coding","3L",1298672,1300389
"FBgn0264862","asRNA:CR44053","antisense RNA:CR44053","ncRNA","X",16806047,16809230
"FBgn0264863","asRNA:CR44054","antisense RNA:CR44054","ncRNA","X",11139608,11141238
"FBgn0050199","tRNA:Ala-CGC-1-2","transfer RNA:Alanine-CGC 1-2","tRNA","2R",25076765,25076836
"FBgn0051427","CR31427","","pseudogene","3R",29238830,29240308
